,project,label,content,tool,bug_id,filename,project_with_label,all_paths
59,Lang,1,"if(this.runningState != STATE_RUNNING && this.runningState != STATE_SUSPENDED) { throw new IllegalStateException(""Stopwatch is not running. ""); } +        if((this.runningState == 1) == false){ +        	return; +        	} stopTime = System.currentTimeMillis(); this.runningState = STATE_STOPPED; }",Jaid,55,patch1-Lang-55-Jaid-plausible.patch,Lang-overfit,patches_remove_inconsistent/overfitting/Jaid/Lang/patch1-Lang-55-Jaid-plausible.patch
60,Closure,1,// taking any each property on the record and trying to match // properties on this object. if (constraintObj.isRecordType()) { +    	if((isNativeObjectType() == constraintObj.isRecordType()) == true){ +    		return; +    		} for (String prop : constraintObj.getOwnPropertyNames()) { JSType propType = constraintObj.getPropertyType(prop); if (!isPropertyTypeDeclared(prop)) {,Jaid,33,patch1-Closure-33-Jaid-plausible.patch,Closure-overfit,patches_remove_inconsistent/overfitting/Jaid/Closure/patch1-Closure-33-Jaid-plausible.patch
61,Closure,1,// charno == sourceExpert.length() means something is missing // at the end of the line if (excerpt.equals(LINE) -          && 0 <= charno && charno < sourceExcerpt.length()) { +          && 0 <= charno && charno < sourceExcerpt.length()|| (charno == sourceExcerpt.length()) == true) { for (int i = 0; i < charno; i++) { char c = sourceExcerpt.charAt(i); if (Character.isWhitespace(c)) {,Jaid,63,patch1-Closure-63-Jaid-plausible.patch,Closure-overfit,patches_remove_inconsistent/overfitting/Jaid/Closure/patch1-Closure-63-Jaid-plausible.patch
62,Closure,1,JSType propType = constraintObj.getPropertyType(prop); if (!isPropertyTypeDeclared(prop)) { JSType typeToInfer = propType; +          if((propType.isBooleanValueType() || typeToInfer.isStringValueType()) == true){ +        	  return; +        	  } if (!hasProperty(prop)) { typeToInfer = getNativeType(JSTypeNative.VOID_TYPE) .getLeastSupertype(propType);,Jaid,33,patch2-Closure-33-Jaid-plausible.patch,Closure-overfit,patches_remove_inconsistent/overfitting/Jaid/Closure/patch2-Closure-33-Jaid-plausible.patch
63,Chart,1,endIndex = -(endIndex + 1); // this is first item AFTER end period endIndex = endIndex - 1;    // so this is last item BEFORE end } +        if((startIndex == 1) == true){ +        	return this; + +        	} if (endIndex < 0) { emptyRange = true; },Jaid,9,patch1-Chart-9-Jaid-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/Jaid/Chart/patch1-Chart-9-Jaid-plausible.patch
64,Chart,1,if (endIndex < 0) { emptyRange = true; } +        if((startIndex == 1) == true){ +        	return this; +        	} if (emptyRange) { TimeSeries copy = (TimeSeries) super.clone(); copy.data = new java.util.ArrayList();,Jaid,9,patch2-Chart-9-Jaid-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/Jaid/Chart/patch2-Chart-9-Jaid-plausible.patch
65,Chart,1,+ insets.getRight());  } -        if (plotState != null && hotspot != null) { +        if ((hotspot != null && plotState != null) != true && plotState != null && hotspot != null) { ChartRenderingInfo owner = plotState.getOwner(); EntityCollection entities = owner.getEntityCollection(); if (entities != null) {,Jaid,26,patch2-Chart-26-Jaid-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/Jaid/Chart/patch2-Chart-26-Jaid-plausible.patch
66,Chart,1,+ insets.getRight());  } +        hotspot=null; if (plotState != null && hotspot != null) { ChartRenderingInfo owner = plotState.getOwner(); EntityCollection entities = owner.getEntityCollection();,Jaid,26,patch1-Chart-26-Jaid-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/Jaid/Chart/patch1-Chart-26-Jaid-plausible.patch
67,Chart,1,int index = this.plot.getIndexOf(this); CategoryDataset dataset = this.plot.getDataset(index); if (dataset != null) { +        		if(!((null == dataset) == false)){ return result; } +        } int seriesCount = dataset.getRowCount(); if (plot.getRowRenderingOrder().equals(SortOrder.ASCENDING)) { for (int i = 0; i < seriesCount; i++) {,Jaid,1,patch1-Chart-1-Jaid-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/Jaid/Chart/patch1-Chart-1-Jaid-plausible.patch
68,Chart,1,} int index = this.plot.getIndexOf(this); CategoryDataset dataset = this.plot.getDataset(index); -        if (dataset != null) { +        if ((index > dataset.getRowCount()) != false && dataset != null) { return result; } int seriesCount = dataset.getRowCount();,Jaid,1,patch2-Chart-1-Jaid-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/Jaid/Chart/patch2-Chart-1-Jaid-plausible.patch
69,Chart,1,int index = this.plot.getIndexOf(this); CategoryDataset dataset = this.plot.getDataset(index); if (dataset != null) { +        	if(!((result == getLegendItemToolTipGenerator()) == false)){ return result; } +        } int seriesCount = dataset.getRowCount(); if (plot.getRowRenderingOrder().equals(SortOrder.ASCENDING)) { for (int i = 0; i < seriesCount; i++) {,Jaid,1,patch3-Chart-1-Jaid-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/Jaid/Chart/patch3-Chart-1-Jaid-plausible.patch
70,Chart,1,if (endIndex < 0) { emptyRange = true; } +        if((endIndex > startIndex) == false){ +        	startIndex=endIndex; +        	} if (emptyRange) { TimeSeries copy = (TimeSeries) super.clone(); copy.data = new java.util.ArrayList();,Jaid,9,patch3-Chart-9-Jaid-plausible.patch,Chart-overfit,patches_remove_inconsistent/overfitting/Jaid/Chart/patch3-Chart-9-Jaid-plausible.patch
71,Math,1,"public Complex add(Complex rhs) throws NullArgumentException { MathUtils.checkNotNull(rhs); +        if((rhs.isNaN() || isInfinite()) == true){ +        	return this.NaN; + +        	} return createComplex(real + rhs.getReal(), imaginary + rhs.getImaginary()); }",Jaid,53,patch3-Math-53-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch3-Math-53-Jaid-plausible.patch
72,Math,1,"if (MathUtils.compareTo(entry, 0, epsilon) >= 0) { final double ratio = rhs / entry; if (ratio < minRatio) { +                	if(!((i == 1) == true)){ minRatio = ratio; +                	} minRatioPos = i; } }",Jaid,82,patch4-Math-82-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch4-Math-82-Jaid-plausible.patch
73,Math,1,if (1.5 * work[pingPong] < work[4 * (n - 1) + pingPong]) { // flip array int j = 4 * n - 1; +            if((4 * (n - 1) >= 0) == true){ +            	return 1.5 * work[pingPong] < work[4 * (n - 1) + pingPong]; +            	} for (int i = 0; i < j; i += 4) { for (int k = 0; k < 4; k += step) { final double tmp = work[i + k];,Jaid,80,patch2-Math-80-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch2-Math-80-Jaid-plausible.patch
74,Math,1,"case REGULA_FALSI: // Nothing. if (x == x1) { +                    	if(!((f0 > x0 + x1) == true)){ x0 = 0.5 * (x0 + x1 - FastMath.max(rtol * FastMath.abs(x1), atol)); +                    	} f0 = computeObjectiveValue(x0); } break;",Jaid,50,patch3-Math-50-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch3-Math-50-Jaid-plausible.patch
75,Math,1,if (1.5 * work[pingPong] < work[4 * (n - 1) + pingPong]) { // flip array int j = 4 * n - 1; +            if((step > 4 * (n - 1)) == false){ +              	return true; +            	} for (int i = 0; i < j; i += 4) { for (int k = 0; k < 4; k += step) { final double tmp = work[i + k];,Jaid,80,patch1-Math-80-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch1-Math-80-Jaid-plausible.patch
76,Math,1, if (v.length == 0) { final BSPTree<Euclidean2D> tree = getTree(false); -            if ((Boolean) tree.getAttribute()) { +            if ((tree == tree.getCut()) != false && (Boolean)tree.getAttribute()) { // the instance covers the whole space setSize(Double.POSITIVE_INFINITY); setBarycenter(Vector2D.NaN);,Jaid,32,patch1-Math-32-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch1-Math-32-Jaid-plausible.patch
77,Math,1,"break; case REGULA_FALSI: // Nothing. +                	if((x == x1) == true){ +                		x1=x; +                		}else{ if (x == x1) { x0 = 0.5 * (x0 + x1 - FastMath.max(rtol * FastMath.abs(x1), atol)); f0 = computeObjectiveValue(x0); } +                		} break; default: // Should never happen.",Jaid,50,patch1-Math-50-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch1-Math-50-Jaid-plausible.patch
78,Math,1,if (1.5 * work[pingPong] < work[4 * (n - 1) + pingPong]) { // flip array int j = 4 * n - 1; +            if((4 * (n - 1) == 0) == false){ +            	return true; +            	} for (int i = 0; i < j; i += 4) { for (int k = 0; k < 4; k += step) { final double tmp = work[i + k];,Jaid,80,patch3-Math-80-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch3-Math-80-Jaid-plausible.patch
79,Math,1,final double ratio = rhs / entry; if (ratio < minRatio) { minRatio = ratio; +                    if((rhs == minRatio) == false){ +                    	minRatio=rhs; +                    	} minRatioPos = i; } },Jaid,82,patch2-Math-82-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch2-Math-82-Jaid-plausible.patch
80,Math,1,"public Complex add(Complex rhs) throws NullArgumentException { +        if((isNaN() || rhs.isNaN()) == true){ +            return NaN; +        } MathUtils.checkNotNull(rhs); return createComplex(real + rhs.getReal(), imaginary + rhs.getImaginary()); }",Jaid,53,patch4-Math-53-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch4-Math-53-Jaid-plausible.patch
81,Math,1,"*/ public Complex add(Complex rhs) throws NullArgumentException { +     	if((isNaN() == rhs.isNaN()) == false){ +    		return this.NaN; +    		} MathUtils.checkNotNull(rhs); return createComplex(real + rhs.getReal(), imaginary + rhs.getImaginary());",Jaid,53,patch1-Math-53-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch1-Math-53-Jaid-plausible.patch
82,Math,1,"} while ((fa * fb > 0.0) && (numIterations < maximumIterations) && ((a > lowerBound) || (b < upperBound)));  -        if (fa * fb >= 0.0 ) { +        if (fa * fb >= 0.0 && (fa * fb >= 0.0 == numIterations < maximumIterations) != true) { throw new ConvergenceException( ""number of iterations={0}, maximum iterations={1}, "" + ""initial={2}, lower bound={3}, upper bound={4}, final a value={5}, "" +",Jaid,85,patch4-Math-85-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch4-Math-85-Jaid-plausible.patch
83,Math,1,"} while ((fa * fb > 0.0) && (numIterations < maximumIterations) && ((a > lowerBound) || (b < upperBound)));  -        if (fa * fb >= 0.0 ) { +        if ((fa * fb >= 0.0 == initial > upperBound) != false && fa * fb >= 0.0) { throw new ConvergenceException( ""number of iterations={0}, maximum iterations={1}, "" + ""initial={2}, lower bound={3}, upper bound={4}, final a value={5}, "" +",Jaid,85,patch3-Math-85-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch3-Math-85-Jaid-plausible.patch
84,Math,1,"} while ((fa * fb > 0.0) && (numIterations < maximumIterations) && ((a > lowerBound) || (b < upperBound)));  -        if (fa * fb >= 0.0 ) { +        if (fa * fb >= 0.0 && (fa * fb > 0.0 || fa * fb >= 0.0) != true) { throw new ConvergenceException( ""number of iterations={0}, maximum iterations={1}, "" + ""initial={2}, lower bound={3}, upper bound={4}, final a value={5}, "" +",Jaid,85,patch2-Math-85-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch2-Math-85-Jaid-plausible.patch
85,Math,1,"} while ((fa * fb > 0.0) && (numIterations < maximumIterations) && ((a > lowerBound) || (b < upperBound)));  -        if (fa * fb >= 0.0 ) { +        if (fa * fb >= 0.0 && (fa * fb >= 0.0) != true) { throw new ConvergenceException( ""number of iterations={0}, maximum iterations={1}, "" + ""initial={2}, lower bound={3}, upper bound={4}, final a value={5}, "" +",Jaid,85,patch1-Math-85-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch1-Math-85-Jaid-plausible.patch
86,Math,1,"final double entry = tableau.getEntry(i, col); if (MathUtils.compareTo(entry, 0, epsilon) >= 0) { final double ratio = rhs / entry; -                if (ratio < minRatio) { +                if (ratio < minRatio || (minRatio >= rhs / entry) == true) { minRatio = ratio; minRatioPos = i; }",Jaid,82,patch3-Math-82-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch3-Math-82-Jaid-plausible.patch
87,Math,1,"public Complex add(Complex rhs) throws NullArgumentException { MathUtils.checkNotNull(rhs); +        if((rhs.isNaN() == isInfinite()) == false){ +        	return this.NaN; +        	} return createComplex(real + rhs.getReal(), imaginary + rhs.getImaginary()); }",Jaid,53,patch2-Math-53-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch2-Math-53-Jaid-plausible.patch
88,Math,1,"if (MathUtils.compareTo(entry, 0, epsilon) >= 0) { final double ratio = rhs / entry; if (ratio < minRatio) { +                	if((rhs > minRatio) == false){ +                		minRatio=rhs; +                		}else{ minRatio = ratio; +                		} minRatioPos = i; } }",Jaid,82,patch1-Math-82-Jaid-plausible.patch,Math-overfit,patches_remove_inconsistent/overfitting/Jaid/Math/patch1-Math-82-Jaid-plausible.patch
654,Lang,0,if (str == null) { return null; } + +        if((lower > str.length()) == true){ +        	lower=str.length(); + +        	} + if (str.length() == 0) { return StringUtils.EMPTY; },Jaid,45,patch1-Lang-45-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch1-Lang-45-Jaid.patch
655,Lang,0,(str.charAt(1) == 'e' || str.charAt(1) == 'E') && (str.charAt(2) == 's' || str.charAt(2) == 'S'); } +                if((ch == 'Y' || ch == 'y') == false){ +                	return str == null; +                	} if (ch == 'Y') { return (str.charAt(1) == 'E' || str.charAt(1) == 'e') &&,Jaid,51,patch4-Lang-51-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch4-Lang-51-Jaid.patch
656,Lang,0,"*/ public StringBuffer format(Calendar calendar, StringBuffer buf) { if (mTimeZoneForced) { +            calendar.getTime(); calendar = (Calendar) calendar.clone(); calendar.setTimeZone(mTimeZone); }",Jaid,38,patch2-Lang-38-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch2-Lang-38-Jaid.patch
657,Lang,0,"*/ public StringBuffer format(Calendar calendar, StringBuffer buf) { if (mTimeZoneForced) { +            if((null == calendar) == false){ +                calendar.getTime(); +            } calendar = (Calendar) calendar.clone(); calendar.setTimeZone(mTimeZone); }",Jaid,38,patch4-Lang-38-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch4-Lang-38-Jaid.patch
658,Lang,0,"*/ public StringBuffer format(Calendar calendar, StringBuffer buf) { if (mTimeZoneForced) { +            calendar.getTimeInMillis(); calendar = (Calendar) calendar.clone(); calendar.setTimeZone(mTimeZone); }",Jaid,38,patch1-Lang-38-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch1-Lang-38-Jaid.patch
659,Lang,0,} Class<?>[] classes = new Class[array.length]; for (int i = 0; i < array.length; i++) { +        	if((array[i] == classes[i]) == true){ +        		continue; + +        		} classes[i] = array[i].getClass(); } return classes;,Jaid,33,patch1-Lang-33-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch1-Lang-33-Jaid.patch
660,Lang,0,(str.charAt(1) == 'e' || str.charAt(1) == 'E') && (str.charAt(2) == 's' || str.charAt(2) == 'S'); } +                if((ch == 'Y') == false){ +                	return false; +                	} if (ch == 'Y') { return (str.charAt(1) == 'E' || str.charAt(1) == 'e') &&,Jaid,51,patch1-Lang-51-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch1-Lang-51-Jaid.patch
661,Lang,0,(str.charAt(1) == 'e' || str.charAt(1) == 'E') && (str.charAt(2) == 's' || str.charAt(2) == 'S'); } +                if((ch == 'Y' || ch == 'y') == false){ +                	return false; +                	} if (ch == 'Y') { return (str.charAt(1) == 'E' || str.charAt(1) == 'e') &&,Jaid,51,patch3-Lang-51-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch3-Lang-51-Jaid.patch
662,Lang,0,} case 3: { char ch = str.charAt(0); +                if((ch == 'Y' || ch == 'y') == false){ +                	return str == null; +                	} if (ch == 'y') { return (str.charAt(1) == 'e' || str.charAt(1) == 'E') &&,Jaid,51,patch6-Lang-51-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch6-Lang-51-Jaid.patch
663,Lang,0,} case 3: { char ch = str.charAt(0); +                if((ch == 'Y' || ch == 'y') == false){ +                	return false; +                	} if (ch == 'y') { return (str.charAt(1) == 'e' || str.charAt(1) == 'E') &&,Jaid,51,patch5-Lang-51-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch5-Lang-51-Jaid.patch
664,Lang,0,} Class<?>[] classes = new Class[array.length]; for (int i = 0; i < array.length; i++) { -            classes[i] = array[i].getClass(); +        	if((array[i] == classes[i]) == true){ +        		classes[i]=null; + +        		}else{ +        		classes[i]=array[i].getClass(); +        		} } return classes; },Jaid,33,patch2-Lang-33-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch2-Lang-33-Jaid.patch
665,Lang,0,"*/ public StringBuffer format(Calendar calendar, StringBuffer buf) { if (mTimeZoneForced) { +            if((null == calendar) == false){ +                calendar.getTimeInMillis(); +            } calendar = (Calendar) calendar.clone(); calendar.setTimeZone(mTimeZone); }",Jaid,38,patch3-Lang-38-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch3-Lang-38-Jaid.patch
666,Lang,0,"if(this.runningState != STATE_RUNNING && this.runningState != STATE_SUSPENDED) { throw new IllegalStateException(""Stopwatch is not running. ""); } +        if(!((this.runningState == 1) == false)){ stopTime = System.currentTimeMillis(); +        } this.runningState = STATE_STOPPED; } ",Jaid,55,patch1-Lang-55-Jaid.patch,Lang-correct,patches_remove_inconsistent/correct/Jaid/Lang/patch1-Lang-55-Jaid.patch
667,Closure,0,"for (Node astParameter : astParameters.children()) { if (jsDocParameter != null) { defineSlot(astParameter, functionNode, +                  jsDocParameter.getJSType(), false); -                  jsDocParameter.getJSType(), true); jsDocParameter = jsDocParameter.getNext(); } else { defineSlot(astParameter, functionNode, null, true);",Jaid,70,patch1-Closure-70-Jaid.patch,Closure-correct,patches_remove_inconsistent/correct/Jaid/Closure/patch1-Closure-70-Jaid.patch
668,Closure,0,@Override public void matchConstraint(ObjectType constraintObj) { // We only want to match contraints on anonymous types. +	  if((hasReferenceName() && constraintObj.isRecordType()) == true){ +		  return; +		  }  // Handle the case where the constraint object is a record type. //,Jaid,33,patch1-Closure-33-Jaid.patch,Closure-correct,patches_remove_inconsistent/correct/Jaid/Closure/patch1-Closure-33-Jaid.patch
669,Closure,0," // Check if the sources need to be re-ordered. boolean staleInputs = false; -      if (options.dependencyOptions.needsManagement() && options.closurePass) { +      if (options.dependencyOptions.needsManagement() && true) { for (CompilerInput input : inputs) { // Forward-declare all the provided types, so that they // are not flagged even if they are dropped from the process.",Jaid,18,patch1-Closure-18-Jaid.patch,Closure-correct,patches_remove_inconsistent/correct/Jaid/Closure/patch1-Closure-18-Jaid.patch
670,Closure,0," // Check if the sources need to be re-ordered. if (options.dependencyOptions.needsManagement() && -          !options.skipAllPasses && +          !false && options.closurePass) { for (CompilerInput input : inputs) { // Forward-declare all the provided types, so that they",Jaid,31,patch1-Closure-31-Jaid.patch,Closure-correct,patches_remove_inconsistent/correct/Jaid/Closure/patch1-Closure-31-Jaid.patch
671,Chart,0, } if (plotState != null && hotspot != null) { +        	if((null == plotState.getOwner()) == true){ +        		return state; +        		} ChartRenderingInfo owner = plotState.getOwner(); EntityCollection entities = owner.getEntityCollection(); if (entities != null) {  ,Jaid,26,patch2-Chart-26-Jaid.patch,Chart-correct,patches_remove_inconsistent/correct/Jaid/Chart/patch2-Chart-26-Jaid.patch
672,Chart,0,+ insets.getRight());  } -        if (plotState != null && hotspot != null) { +        if (plotState != null && hotspot != null && (null == plotState.getOwner()) != true) { ChartRenderingInfo owner = plotState.getOwner(); EntityCollection entities = owner.getEntityCollection(); if (entities != null) { ,Jaid,26,patch1-Chart-26-Jaid.patch,Chart-correct,patches_remove_inconsistent/correct/Jaid/Chart/patch1-Chart-26-Jaid.patch
673,Chart,0,endIndex = -(endIndex + 1); // this is first item AFTER end period endIndex = endIndex - 1;    // so this is last item BEFORE end } -        if (endIndex < 0) { +        if ((endIndex < 0)  || (endIndex >= startIndex) == false) { emptyRange = true; } if (emptyRange) { ,Jaid,9,patch1-Chart-9-Jaid.patch,Chart-correct,patches_remove_inconsistent/correct/Jaid/Chart/patch1-Chart-9-Jaid.patch
674,Chart,0,"public Paint getPaint(double value) { double v = Math.max(value, this.lowerBound); v = Math.min(v, this.upperBound); +        value=v; int g = (int) ((value - this.lowerBound) / (this.upperBound - this.lowerBound) * 255.0); return new Color(g, g, g);",Jaid,24,patch1-Chart-24-Jaid.patch,Chart-correct,patches_remove_inconsistent/correct/Jaid/Chart/patch1-Chart-24-Jaid.patch
675,Chart,0,endIndex = -(endIndex + 1); // this is first item AFTER end period endIndex = endIndex - 1;    // so this is last item BEFORE end } -        if (endIndex < 0) { +        if (endIndex < 0 || (endIndex + 1 >= startIndex + 1) == false) { emptyRange = true; } if (emptyRange) { ,Jaid,9,patch2-Chart-9-Jaid.patch,Chart-correct,patches_remove_inconsistent/correct/Jaid/Chart/patch2-Chart-9-Jaid.patch
676,Chart,0,"public Paint getPaint(double value) { double v = Math.max(value, this.lowerBound); v = Math.min(v, this.upperBound); +        if((v == value) == false){ +        		value=v; +        	} int g = (int) ((value - this.lowerBound) / (this.upperBound - this.lowerBound) * 255.0); return new Color(g, g, g);",Jaid,24,patch2-Chart-24-Jaid.patch,Chart-correct,patches_remove_inconsistent/correct/Jaid/Chart/patch2-Chart-24-Jaid.patch
677,Chart,0,"} if (plotState != null && hotspot != null) { ChartRenderingInfo owner = plotState.getOwner(); +                if((null == owner) == true){ +                return state; +                } EntityCollection entities = owner.getEntityCollection(); if (entities != null) { entities.add(new AxisLabelEntity(this, hotspot, ",Jaid,26,patch3-Chart-26-Jaid.patch,Chart-correct,patches_remove_inconsistent/correct/Jaid/Chart/patch3-Chart-26-Jaid.patch
678,Math,0,if (1.5 * work[pingPong] < work[4 * (n - 1) + pingPong]) { // flip array int j = 4 * n - 1; +            if((j == 4 * (n - 1)) == false){ +            	j=4 * (n - 1); +            	} for (int i = 0; i < j; i += 4) { for (int k = 0; k < 4; k += step) { final double tmp = work[i + k];,Jaid,80,patch1-Math-80-Jaid.patch,Math-correct,patches_remove_inconsistent/correct/Jaid/Math/patch1-Math-80-Jaid.patch
679,Math,0, /** {@inheritDoc} */ public Complex reciprocal() { +    	if((real == 0.0 && imaginary == 0.0) == true){ +    		return this.INF; +    		} if (isNaN) { return NaN; },Jaid,5,patch3-Math-5-Jaid.patch,Math-correct,patches_remove_inconsistent/correct/Jaid/Math/patch3-Math-5-Jaid.patch
